employee_id,skill_id,proficiency,confidence,source,evidence,is_inferred,verified
f72d9fd7-f7d3-472b-b1a4-c67528f5400b,2b58d681-8e55-478e-b141-3aff29cad0fd,4,0.85,self_reported,Applied React in enterprise projects at level 4.,True,True
f72d9fd7-f7d3-472b-b1a4-c67528f5400b,582f5336-44d1-44f8-bcca-c9db9972324f,3,0.72,self_reported,Applied Node.js in enterprise projects at level 3.,False,True
f72d9fd7-f7d3-472b-b1a4-c67528f5400b,62fda3ec-9eef-430c-8a1e-fca3eb205e79,4,0.77,project_extracted,Applied JavaScript in enterprise projects at level 4.,True,True
f72d9fd7-f7d3-472b-b1a4-c67528f5400b,16c46e6c-223b-4521-8b6e-02686312ccaf,4,0.76,project_extracted,Applied SQL in enterprise projects at level 4.,False,True
f72d9fd7-f7d3-472b-b1a4-c67528f5400b,5e4a8608-7ef1-43e5-8ee5-a86d5c9242e2,3,0.72,project_extracted,Applied REST API in enterprise projects at level 3.,False,False
f72d9fd7-f7d3-472b-b1a4-c67528f5400b,178a2f9f-6d15-485e-a684-dcab469fb886,4,0.82,manager_verified,Applied Docker in enterprise projects at level 4.,True,True
f72d9fd7-f7d3-472b-b1a4-c67528f5400b,488fe6e6-6184-4e1a-962c-149b2aac1dc6,2,0.8,project_extracted,Applied Git in enterprise projects at level 2.,True,True
f72d9fd7-f7d3-472b-b1a4-c67528f5400b,13229b41-a1f2-4d2f-91a3-cb4638ce4cef,5,0.85,peer_review,Demonstrated strong Problem Solving in cross-functional work.,False,True
9904bdac-3b1d-48bc-b6e7-4cf8e69cb6ab,118c74f7-930b-487f-8325-08223167ab57,3,0.86,manager_verified,Applied Network Security in enterprise projects at level 3.,True,True
9904bdac-3b1d-48bc-b6e7-4cf8e69cb6ab,f4870654-1f95-42fe-9c57-96db41d2382d,4,0.74,project_extracted,Applied Threat Detection in enterprise projects at level 4.,False,True
9904bdac-3b1d-48bc-b6e7-4cf8e69cb6ab,f1101892-b628-4d5f-a515-0502665db3fc,4,0.93,self_reported,Applied SIEM in enterprise projects at level 4.,False,True
9904bdac-3b1d-48bc-b6e7-4cf8e69cb6ab,1f82e66e-3f1d-4f9c-a3c3-fe70ef440608,4,0.77,project_extracted,Applied Vulnerability Assessment in enterprise projects at level 4.,False,False
9904bdac-3b1d-48bc-b6e7-4cf8e69cb6ab,13229b41-a1f2-4d2f-91a3-cb4638ce4cef,4,0.85,peer_review,Demonstrated strong Problem Solving in cross-functional work.,False,True
9904bdac-3b1d-48bc-b6e7-4cf8e69cb6ab,95ca2857-397c-4d39-b31b-83c6946fc117,3,0.85,peer_review,Demonstrated strong Time Management in cross-functional work.,False,True
31bbc0ba-5f76-4ac3-993b-523a71236238,2b58d681-8e55-478e-b141-3aff29cad0fd,3,0.87,self_reported,Applied React in enterprise projects at level 3.,False,True
31bbc0ba-5f76-4ac3-993b-523a71236238,582f5336-44d1-44f8-bcca-c9db9972324f,3,0.84,self_reported,Applied Node.js in enterprise projects at level 3.,True,False
31bbc0ba-5f76-4ac3-993b-523a71236238,62fda3ec-9eef-430c-8a1e-fca3eb205e79,4,0.93,self_reported,Applied JavaScript in enterprise projects at level 4.,False,True
31bbc0ba-5f76-4ac3-993b-523a71236238,16c46e6c-223b-4521-8b6e-02686312ccaf,3,0.8,manager_verified,Applied SQL in enterprise projects at level 3.,False,False
31bbc0ba-5f76-4ac3-993b-523a71236238,5e4a8608-7ef1-43e5-8ee5-a86d5c9242e2,4,0.93,self_reported,Applied REST API in enterprise projects at level 4.,True,False
31bbc0ba-5f76-4ac3-993b-523a71236238,178a2f9f-6d15-485e-a684-dcab469fb886,2,0.72,self_reported,Applied Docker in enterprise projects at level 2.,False,True
31bbc0ba-5f76-4ac3-993b-523a71236238,488fe6e6-6184-4e1a-962c-149b2aac1dc6,3,0.92,self_reported,Applied Git in enterprise projects at level 3.,False,False
31bbc0ba-5f76-4ac3-993b-523a71236238,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,5,0.85,peer_review,Demonstrated strong Agile in cross-functional work.,False,True
3b063408-d1c8-4b40-a67e-944326f81538,4352cf79-2000-4b4c-a3be-724e8a896174,4,0.87,project_extracted,Applied Python in enterprise projects at level 4.,False,False
3b063408-d1c8-4b40-a67e-944326f81538,df73d56b-0da5-4af6-831f-1b98b9250f00,3,0.72,project_extracted,Applied LLM in enterprise projects at level 3.,False,True
3b063408-d1c8-4b40-a67e-944326f81538,3f040b2d-7d14-49cc-92c9-b3896ffd4699,3,0.78,self_reported,Applied RAG in enterprise projects at level 3.,False,True
3b063408-d1c8-4b40-a67e-944326f81538,5ace71b6-12ce-4046-b359-157b455cd14d,4,0.84,project_extracted,Applied Vector Databases in enterprise projects at level 4.,True,True
3b063408-d1c8-4b40-a67e-944326f81538,8550a797-0b53-4eea-8f6a-6715159af69e,2,0.94,manager_verified,Applied Embeddings in enterprise projects at level 2.,True,True
3b063408-d1c8-4b40-a67e-944326f81538,61f83cd2-f4c7-4893-92f6-11580979700b,3,0.85,self_reported,Applied PyTorch in enterprise projects at level 3.,False,True
3b063408-d1c8-4b40-a67e-944326f81538,1996f0fa-184e-4d28-b196-f9298c20286b,4,0.85,peer_review,Demonstrated strong Team Collaboration in cross-functional work.,False,True
81d15c93-8452-47c9-9f21-faeb216c256d,4352cf79-2000-4b4c-a3be-724e8a896174,4,0.94,self_reported,Applied Python in enterprise projects at level 4.,False,True
81d15c93-8452-47c9-9f21-faeb216c256d,178a2f9f-6d15-485e-a684-dcab469fb886,4,0.88,project_extracted,Applied Docker in enterprise projects at level 4.,False,True
81d15c93-8452-47c9-9f21-faeb216c256d,29712980-fb4c-494d-8317-1defb0da8b25,3,0.74,manager_verified,Applied Kubernetes in enterprise projects at level 3.,True,False
81d15c93-8452-47c9-9f21-faeb216c256d,69c4b374-e0f9-4322-916c-fc2aca8c7c53,2,0.91,self_reported,Applied Machine Learning in enterprise projects at level 2.,True,False
81d15c93-8452-47c9-9f21-faeb216c256d,93d3bd3d-b72f-4062-a983-f92e0f17d667,3,0.78,self_reported,Applied CI/CD in enterprise projects at level 3.,True,True
81d15c93-8452-47c9-9f21-faeb216c256d,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,4,0.85,peer_review,Demonstrated strong Agile in cross-functional work.,False,True
fd72e86f-d8d2-4e82-98f2-91bd3938f647,16c46e6c-223b-4521-8b6e-02686312ccaf,3,0.85,project_extracted,Applied SQL in enterprise projects at level 3.,False,False
fd72e86f-d8d2-4e82-98f2-91bd3938f647,98f1008a-dbc3-4ead-9486-a5e85a66c961,3,0.8,manager_verified,Applied Excel in enterprise projects at level 3.,True,False
fd72e86f-d8d2-4e82-98f2-91bd3938f647,d8619e4c-70e2-4d9d-acab-8a4ec2af3842,3,0.88,self_reported,Applied Power BI in enterprise projects at level 3.,True,False
fd72e86f-d8d2-4e82-98f2-91bd3938f647,4352cf79-2000-4b4c-a3be-724e8a896174,4,0.72,manager_verified,Applied Python in enterprise projects at level 4.,False,False
fd72e86f-d8d2-4e82-98f2-91bd3938f647,df2c653a-8a63-42ba-b708-bfad266615da,3,0.88,project_extracted,Applied Data Visualization in enterprise projects at level 3.,False,False
fd72e86f-d8d2-4e82-98f2-91bd3938f647,bdb9b5da-2b2d-408a-9e77-aa304dbf61a8,3,0.8,project_extracted,Applied Statistics in enterprise projects at level 3.,True,True
fd72e86f-d8d2-4e82-98f2-91bd3938f647,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,5,0.85,peer_review,Demonstrated strong Agile in cross-functional work.,False,True
fd72e86f-d8d2-4e82-98f2-91bd3938f647,13229b41-a1f2-4d2f-91a3-cb4638ce4cef,5,0.85,peer_review,Demonstrated strong Problem Solving in cross-functional work.,False,True
2771bbb8-4d72-413d-9d6a-32de6eebf13e,10f0b092-b575-4e08-aee1-88a90f97c1ac,5,0.81,self_reported,Applied Product Analytics in enterprise projects at level 5.,False,True
2771bbb8-4d72-413d-9d6a-32de6eebf13e,16c46e6c-223b-4521-8b6e-02686312ccaf,3,0.77,manager_verified,Applied SQL in enterprise projects at level 3.,False,True
2771bbb8-4d72-413d-9d6a-32de6eebf13e,98f1008a-dbc3-4ead-9486-a5e85a66c961,3,0.87,self_reported,Applied Excel in enterprise projects at level 3.,True,True
2771bbb8-4d72-413d-9d6a-32de6eebf13e,27b67913-3fc7-415f-a8c1-bf16d08e5571,3,0.85,peer_review,Demonstrated strong Communication in cross-functional work.,False,True
db560e71-ab6b-4dfb-8b84-57bb882816db,62fda3ec-9eef-430c-8a1e-fca3eb205e79,5,0.75,manager_verified,Applied JavaScript in enterprise projects at level 5.,False,True
db560e71-ab6b-4dfb-8b84-57bb882816db,a77d6c17-a31e-49fe-ac9f-7bf36800ccf0,3,0.93,self_reported,Applied TypeScript in enterprise projects at level 3.,False,True
db560e71-ab6b-4dfb-8b84-57bb882816db,5e4a8608-7ef1-43e5-8ee5-a86d5c9242e2,4,0.87,manager_verified,Applied REST API in enterprise projects at level 4.,False,False
db560e71-ab6b-4dfb-8b84-57bb882816db,488fe6e6-6184-4e1a-962c-149b2aac1dc6,4,0.91,manager_verified,Applied Git in enterprise projects at level 4.,False,True
db560e71-ab6b-4dfb-8b84-57bb882816db,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,3,0.85,peer_review,Demonstrated strong Agile in cross-functional work.,False,True
db560e71-ab6b-4dfb-8b84-57bb882816db,1996f0fa-184e-4d28-b196-f9298c20286b,5,0.85,peer_review,Demonstrated strong Team Collaboration in cross-functional work.,False,True
171852eb-6c3c-464f-9754-506908587dc8,4352cf79-2000-4b4c-a3be-724e8a896174,4,0.92,self_reported,Applied Python in enterprise projects at level 4.,True,True
171852eb-6c3c-464f-9754-506908587dc8,16c46e6c-223b-4521-8b6e-02686312ccaf,4,0.8,self_reported,Applied SQL in enterprise projects at level 4.,True,True
171852eb-6c3c-464f-9754-506908587dc8,e5f1aba6-b645-4ba0-80dd-1a0d184c470d,5,0.8,manager_verified,Applied ETL in enterprise projects at level 5.,False,False
171852eb-6c3c-464f-9754-506908587dc8,ac46e3ce-936e-43f1-a213-76616dcd4393,3,0.75,project_extracted,Applied PostgreSQL in enterprise projects at level 3.,False,True
171852eb-6c3c-464f-9754-506908587dc8,7207a95f-51be-4fbd-ae8f-31fc77f43ffb,4,0.82,project_extracted,Applied Data Warehousing in enterprise projects at level 4.,False,False
171852eb-6c3c-464f-9754-506908587dc8,178a2f9f-6d15-485e-a684-dcab469fb886,4,0.83,manager_verified,Applied Docker in enterprise projects at level 4.,True,False
171852eb-6c3c-464f-9754-506908587dc8,1996f0fa-184e-4d28-b196-f9298c20286b,4,0.85,peer_review,Demonstrated strong Team Collaboration in cross-functional work.,False,True
34730649-f503-48da-9442-d6b2a94f052d,c9e661cd-37bd-4132-a10b-7a766671ffa0,5,0.73,project_extracted,Applied Selenium in enterprise projects at level 5.,True,True
34730649-f503-48da-9442-d6b2a94f052d,cf646dbe-e071-4074-9f36-2e3e93349c85,4,0.79,self_reported,Applied Test Automation in enterprise projects at level 4.,False,False
34730649-f503-48da-9442-d6b2a94f052d,4352cf79-2000-4b4c-a3be-724e8a896174,3,0.89,project_extracted,Applied Python in enterprise projects at level 3.,False,False
34730649-f503-48da-9442-d6b2a94f052d,27b67913-3fc7-415f-a8c1-bf16d08e5571,3,0.85,peer_review,Demonstrated strong Communication in cross-functional work.,False,True
34730649-f503-48da-9442-d6b2a94f052d,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,5,0.85,peer_review,Demonstrated strong Agile in cross-functional work.,False,True
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,4352cf79-2000-4b4c-a3be-724e8a896174,4,0.76,project_extracted,Applied Python in enterprise projects at level 4.,True,True
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,16c46e6c-223b-4521-8b6e-02686312ccaf,5,0.87,project_extracted,Applied SQL in enterprise projects at level 5.,True,True
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,e5f1aba6-b645-4ba0-80dd-1a0d184c470d,4,0.94,self_reported,Applied ETL in enterprise projects at level 4.,True,False
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,ac46e3ce-936e-43f1-a213-76616dcd4393,5,0.8,manager_verified,Applied PostgreSQL in enterprise projects at level 5.,True,True
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,7207a95f-51be-4fbd-ae8f-31fc77f43ffb,3,0.73,project_extracted,Applied Data Warehousing in enterprise projects at level 3.,True,True
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,178a2f9f-6d15-485e-a684-dcab469fb886,3,0.83,manager_verified,Applied Docker in enterprise projects at level 3.,False,True
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,27b67913-3fc7-415f-a8c1-bf16d08e5571,4,0.85,peer_review,Demonstrated strong Communication in cross-functional work.,False,True
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,3,0.85,peer_review,Demonstrated strong Agile in cross-functional work.,False,True
972e0658-b17c-40ed-b2fc-38311c596393,10f0b092-b575-4e08-aee1-88a90f97c1ac,5,0.81,manager_verified,Applied Product Analytics in enterprise projects at level 5.,False,False
972e0658-b17c-40ed-b2fc-38311c596393,16c46e6c-223b-4521-8b6e-02686312ccaf,4,0.91,self_reported,Applied SQL in enterprise projects at level 4.,False,False
972e0658-b17c-40ed-b2fc-38311c596393,98f1008a-dbc3-4ead-9486-a5e85a66c961,3,0.89,manager_verified,Applied Excel in enterprise projects at level 3.,False,False
972e0658-b17c-40ed-b2fc-38311c596393,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,4,0.85,peer_review,Demonstrated strong Agile in cross-functional work.,False,True
aefc9ec3-ab09-4fbd-80e8-b363bda255f9,4352cf79-2000-4b4c-a3be-724e8a896174,4,0.72,manager_verified,Applied Python in enterprise projects at level 4.,False,False
aefc9ec3-ab09-4fbd-80e8-b363bda255f9,69c4b374-e0f9-4322-916c-fc2aca8c7c53,4,0.87,manager_verified,Applied Machine Learning in enterprise projects at level 4.,False,False
aefc9ec3-ab09-4fbd-80e8-b363bda255f9,88bf48ab-bb09-42e3-9197-986f064d2252,2,0.72,self_reported,Applied TensorFlow in enterprise projects at level 2.,False,True
aefc9ec3-ab09-4fbd-80e8-b363bda255f9,bdb9b5da-2b2d-408a-9e77-aa304dbf61a8,3,0.87,project_extracted,Applied Statistics in enterprise projects at level 3.,False,False
aefc9ec3-ab09-4fbd-80e8-b363bda255f9,16c46e6c-223b-4521-8b6e-02686312ccaf,4,0.95,manager_verified,Applied SQL in enterprise projects at level 4.,False,False
aefc9ec3-ab09-4fbd-80e8-b363bda255f9,178a2f9f-6d15-485e-a684-dcab469fb886,4,0.77,project_extracted,Applied Docker in enterprise projects at level 4.,True,True
aefc9ec3-ab09-4fbd-80e8-b363bda255f9,1996f0fa-184e-4d28-b196-f9298c20286b,3,0.85,peer_review,Demonstrated strong Team Collaboration in cross-functional work.,False,True
1b5655c3-5382-4630-b0ae-d446a5b2c1bb,10f0b092-b575-4e08-aee1-88a90f97c1ac,4,0.77,project_extracted,Applied Product Analytics in enterprise projects at level 4.,True,False
1b5655c3-5382-4630-b0ae-d446a5b2c1bb,16c46e6c-223b-4521-8b6e-02686312ccaf,3,0.88,self_reported,Applied SQL in enterprise projects at level 3.,False,True
1b5655c3-5382-4630-b0ae-d446a5b2c1bb,98f1008a-dbc3-4ead-9486-a5e85a66c961,2,0.84,manager_verified,Applied Excel in enterprise projects at level 2.,True,False
1b5655c3-5382-4630-b0ae-d446a5b2c1bb,27b67913-3fc7-415f-a8c1-bf16d08e5571,5,0.85,peer_review,Demonstrated strong Communication in cross-functional work.,False,True
443e8054-600a-43e4-a79d-eb3b38635c70,e57a355f-4909-42b1-acf3-ae3970d39423,3,0.74,manager_verified,Applied Linux in enterprise projects at level 3.,False,True
443e8054-600a-43e4-a79d-eb3b38635c70,29712980-fb4c-494d-8317-1defb0da8b25,4,0.73,project_extracted,Applied Kubernetes in enterprise projects at level 4.,True,False
443e8054-600a-43e4-a79d-eb3b38635c70,4352cf79-2000-4b4c-a3be-724e8a896174,4,0.93,project_extracted,Applied Python in enterprise projects at level 4.,False,False
443e8054-600a-43e4-a79d-eb3b38635c70,93d3bd3d-b72f-4062-a983-f92e0f17d667,3,0.85,manager_verified,Applied CI/CD in enterprise projects at level 3.,True,True
443e8054-600a-43e4-a79d-eb3b38635c70,13229b41-a1f2-4d2f-91a3-cb4638ce4cef,4,0.77,self_reported,Applied Problem Solving in enterprise projects at level 4.,True,True
443e8054-600a-43e4-a79d-eb3b38635c70,95ca2857-397c-4d39-b31b-83c6946fc117,3,0.85,peer_review,Demonstrated strong Time Management in cross-functional work.,False,True
28ec9785-c207-4879-8fcf-fea15706f472,118c74f7-930b-487f-8325-08223167ab57,4,0.93,manager_verified,Applied Network Security in enterprise projects at level 4.,True,False
28ec9785-c207-4879-8fcf-fea15706f472,f4870654-1f95-42fe-9c57-96db41d2382d,3,0.84,manager_verified,Applied Threat Detection in enterprise projects at level 3.,True,False
28ec9785-c207-4879-8fcf-fea15706f472,f1101892-b628-4d5f-a515-0502665db3fc,3,0.72,self_reported,Applied SIEM in enterprise projects at level 3.,False,False
28ec9785-c207-4879-8fcf-fea15706f472,1f82e66e-3f1d-4f9c-a3c3-fe70ef440608,4,0.73,manager_verified,Applied Vulnerability Assessment in enterprise projects at level 4.,False,False
28ec9785-c207-4879-8fcf-fea15706f472,95ca2857-397c-4d39-b31b-83c6946fc117,4,0.85,peer_review,Demonstrated strong Time Management in cross-functional work.,False,True
28ec9785-c207-4879-8fcf-fea15706f472,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,3,0.85,peer_review,Demonstrated strong Agile in cross-functional work.,False,True
2b5097aa-efb4-4be9-8b6c-ed666a26860c,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,3,0.89,self_reported,Applied Agile in enterprise projects at level 3.,False,False
2b5097aa-efb4-4be9-8b6c-ed666a26860c,5e096574-8e3e-4068-916c-83807ed7f9a8,4,0.75,manager_verified,Applied Stakeholder Management in enterprise projects at level 4.,False,False
2b5097aa-efb4-4be9-8b6c-ed666a26860c,b025b85f-b3d4-4444-ab2d-66352c31426b,3,0.82,project_extracted,Applied Leadership in enterprise projects at level 3.,False,False
2b5097aa-efb4-4be9-8b6c-ed666a26860c,13229b41-a1f2-4d2f-91a3-cb4638ce4cef,4,0.85,peer_review,Demonstrated strong Problem Solving in cross-functional work.,False,True
e9800012-4d59-468e-aae3-5f4cecdbd09e,cbd94fcb-d158-472a-97a4-e7aa8efb09b7,5,0.8,self_reported,Applied Cloud Security in enterprise projects at level 5.,False,False
e9800012-4d59-468e-aae3-5f4cecdbd09e,bd2dd30e-5753-4684-ad8b-defec1f4c6d6,5,0.89,self_reported,Applied AWS in enterprise projects at level 5.,False,True
e9800012-4d59-468e-aae3-5f4cecdbd09e,1f82e66e-3f1d-4f9c-a3c3-fe70ef440608,3,0.81,manager_verified,Applied Vulnerability Assessment in enterprise projects at level 3.,False,True
e9800012-4d59-468e-aae3-5f4cecdbd09e,95ca2857-397c-4d39-b31b-83c6946fc117,3,0.85,peer_review,Demonstrated strong Time Management in cross-functional work.,False,True
10cfcf51-44fd-482d-893a-3e1502ac458f,82eb6ec3-15b4-4014-848b-e2839b7bdfcd,4,0.83,project_extracted,Applied Business Analysis in enterprise projects at level 4.,False,False
10cfcf51-44fd-482d-893a-3e1502ac458f,22163dd5-3390-4046-9b40-62efbb00f353,5,0.76,manager_verified,Applied Requirement Analysis in enterprise projects at level 5.,True,False
10cfcf51-44fd-482d-893a-3e1502ac458f,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,4,0.93,manager_verified,Applied Agile in enterprise projects at level 4.,True,True
10cfcf51-44fd-482d-893a-3e1502ac458f,1996f0fa-184e-4d28-b196-f9298c20286b,5,0.85,peer_review,Demonstrated strong Team Collaboration in cross-functional work.,False,True
a0e0d9ec-5ca1-49a8-82ea-8b5067ac3d31,d43c097b-a776-4490-9272-57f42fffc162,4,0.92,manager_verified,Applied API Testing in enterprise projects at level 4.,True,False
a0e0d9ec-5ca1-49a8-82ea-8b5067ac3d31,ab50dc81-1d1e-4856-a3c8-a6bb7c8249b1,4,0.91,project_extracted,Applied Unit Testing in enterprise projects at level 4.,True,False
a0e0d9ec-5ca1-49a8-82ea-8b5067ac3d31,16c46e6c-223b-4521-8b6e-02686312ccaf,4,0.88,project_extracted,Applied SQL in enterprise projects at level 4.,False,True
a0e0d9ec-5ca1-49a8-82ea-8b5067ac3d31,27b67913-3fc7-415f-a8c1-bf16d08e5571,5,0.85,peer_review,Demonstrated strong Communication in cross-functional work.,False,True
a0e0d9ec-5ca1-49a8-82ea-8b5067ac3d31,13229b41-a1f2-4d2f-91a3-cb4638ce4cef,5,0.85,peer_review,Demonstrated strong Problem Solving in cross-functional work.,False,True
a89dce54-d60c-4655-b594-b454945f0748,2b58d681-8e55-478e-b141-3aff29cad0fd,4,0.86,project_extracted,Applied React in enterprise projects at level 4.,True,False
a89dce54-d60c-4655-b594-b454945f0748,582f5336-44d1-44f8-bcca-c9db9972324f,4,0.94,manager_verified,Applied Node.js in enterprise projects at level 4.,False,True
a89dce54-d60c-4655-b594-b454945f0748,62fda3ec-9eef-430c-8a1e-fca3eb205e79,3,0.76,manager_verified,Applied JavaScript in enterprise projects at level 3.,False,True
a89dce54-d60c-4655-b594-b454945f0748,16c46e6c-223b-4521-8b6e-02686312ccaf,2,0.81,self_reported,Applied SQL in enterprise projects at level 2.,True,False
a89dce54-d60c-4655-b594-b454945f0748,5e4a8608-7ef1-43e5-8ee5-a86d5c9242e2,4,0.87,self_reported,Applied REST API in enterprise projects at level 4.,True,False
a89dce54-d60c-4655-b594-b454945f0748,178a2f9f-6d15-485e-a684-dcab469fb886,2,0.77,project_extracted,Applied Docker in enterprise projects at level 2.,False,True
a89dce54-d60c-4655-b594-b454945f0748,488fe6e6-6184-4e1a-962c-149b2aac1dc6,3,0.83,manager_verified,Applied Git in enterprise projects at level 3.,True,True
a89dce54-d60c-4655-b594-b454945f0748,27b67913-3fc7-415f-a8c1-bf16d08e5571,5,0.85,peer_review,Demonstrated strong Communication in cross-functional work.,False,True
ad4423b9-25c9-4315-ab1a-4b001dc1aedc,4352cf79-2000-4b4c-a3be-724e8a896174,3,0.81,project_extracted,Applied Python in enterprise projects at level 3.,False,False
ad4423b9-25c9-4315-ab1a-4b001dc1aedc,df73d56b-0da5-4af6-831f-1b98b9250f00,4,0.81,project_extracted,Applied LLM in enterprise projects at level 4.,True,False
ad4423b9-25c9-4315-ab1a-4b001dc1aedc,3f040b2d-7d14-49cc-92c9-b3896ffd4699,5,0.73,project_extracted,Applied RAG in enterprise projects at level 5.,False,False
ad4423b9-25c9-4315-ab1a-4b001dc1aedc,5ace71b6-12ce-4046-b359-157b455cd14d,3,0.71,manager_verified,Applied Vector Databases in enterprise projects at level 3.,False,False
ad4423b9-25c9-4315-ab1a-4b001dc1aedc,8550a797-0b53-4eea-8f6a-6715159af69e,2,0.84,manager_verified,Applied Embeddings in enterprise projects at level 2.,True,False
ad4423b9-25c9-4315-ab1a-4b001dc1aedc,61f83cd2-f4c7-4893-92f6-11580979700b,3,0.89,self_reported,Applied PyTorch in enterprise projects at level 3.,False,True
ad4423b9-25c9-4315-ab1a-4b001dc1aedc,95ca2857-397c-4d39-b31b-83c6946fc117,4,0.85,peer_review,Demonstrated strong Time Management in cross-functional work.,False,True
