role_id,skill_id,required_level,importance,is_critical
db9a8d16-06ee-4152-94e6-d1d0f73c9224,93d3bd3d-b72f-4062-a983-f92e0f17d667,3,1.0,False
9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,178a2f9f-6d15-485e-a684-dcab469fb886,4,1.5,True
9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,29712980-fb4c-494d-8317-1defb0da8b25,4,1.5,True
9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,bd2dd30e-5753-4684-ad8b-defec1f4c6d6,4,1.2,False
9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,e57a355f-4909-42b1-acf3-ae3970d39423,4,1.5,True
9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,93d3bd3d-b72f-4062-a983-f92e0f17d667,4,1.5,True
9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,c32e2e45-987e-4fcc-a235-e19584801fe9,3,1.0,False
1c7dafae-4abc-44f0-8097-f71335d087d2,e57a355f-4909-42b1-acf3-ae3970d39423,4,1.5,True
1c7dafae-4abc-44f0-8097-f71335d087d2,29712980-fb4c-494d-8317-1defb0da8b25,4,1.5,True
1c7dafae-4abc-44f0-8097-f71335d087d2,4352cf79-2000-4b4c-a3be-724e8a896174,3,1.2,False
1c7dafae-4abc-44f0-8097-f71335d087d2,93d3bd3d-b72f-4062-a983-f92e0f17d667,4,1.2,False
1c7dafae-4abc-44f0-8097-f71335d087d2,13229b41-a1f2-4d2f-91a3-cb4638ce4cef,4,1.0,False
785fee39-fa91-451d-8013-3355eb13a0ef,4352cf79-2000-4b4c-a3be-724e8a896174,4,1.5,True
785fee39-fa91-451d-8013-3355eb13a0ef,178a2f9f-6d15-485e-a684-dcab469fb886,4,1.5,True
785fee39-fa91-451d-8013-3355eb13a0ef,29712980-fb4c-494d-8317-1defb0da8b25,3,1.2,False
785fee39-fa91-451d-8013-3355eb13a0ef,69c4b374-e0f9-4322-916c-fc2aca8c7c53,3,1.2,True
785fee39-fa91-451d-8013-3355eb13a0ef,93d3bd3d-b72f-4062-a983-f92e0f17d667,3,1.2,False
63931d8c-5574-4e87-98c4-cb0dc68aba27,118c74f7-930b-487f-8325-08223167ab57,4,1.5,True
63931d8c-5574-4e87-98c4-cb0dc68aba27,f4870654-1f95-42fe-9c57-96db41d2382d,4,1.5,True
63931d8c-5574-4e87-98c4-cb0dc68aba27,f1101892-b628-4d5f-a515-0502665db3fc,3,1.2,False
63931d8c-5574-4e87-98c4-cb0dc68aba27,1f82e66e-3f1d-4f9c-a3c3-fe70ef440608,3,1.2,False
4dede0c2-01a5-43cd-931e-39778cc5ba19,118c74f7-930b-487f-8325-08223167ab57,4,1.5,True
4dede0c2-01a5-43cd-931e-39778cc5ba19,e6e5f73e-69dc-4311-9a45-4c2615602a44,4,1.5,True
4dede0c2-01a5-43cd-931e-39778cc5ba19,4352cf79-2000-4b4c-a3be-724e8a896174,3,1.0,False
4dede0c2-01a5-43cd-931e-39778cc5ba19,e57a355f-4909-42b1-acf3-ae3970d39423,3,1.2,False
32ab4d66-27f1-4f26-9ad1-a2badfb02cca,cbd94fcb-d158-472a-97a4-e7aa8efb09b7,4,1.5,True
32ab4d66-27f1-4f26-9ad1-a2badfb02cca,bd2dd30e-5753-4684-ad8b-defec1f4c6d6,4,1.5,True
32ab4d66-27f1-4f26-9ad1-a2badfb02cca,1f82e66e-3f1d-4f9c-a3c3-fe70ef440608,3,1.2,False
bf0b1afe-44e6-4f60-9b56-a93621ccbf86,d43c097b-a776-4490-9272-57f42fffc162,4,1.5,True
bf0b1afe-44e6-4f60-9b56-a93621ccbf86,ab50dc81-1d1e-4856-a3c8-a6bb7c8249b1,4,1.2,False
bf0b1afe-44e6-4f60-9b56-a93621ccbf86,16c46e6c-223b-4521-8b6e-02686312ccaf,3,1.0,False
c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,c9e661cd-37bd-4132-a10b-7a766671ffa0,4,1.5,True
c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,cf646dbe-e071-4074-9f36-2e3e93349c85,4,1.5,True
c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,4352cf79-2000-4b4c-a3be-724e8a896174,3,1.2,False
95f442ab-6dc6-4e2d-83ea-fee81986367d,10f0b092-b575-4e08-aee1-88a90f97c1ac,4,1.5,True
95f442ab-6dc6-4e2d-83ea-fee81986367d,16c46e6c-223b-4521-8b6e-02686312ccaf,4,1.5,True
95f442ab-6dc6-4e2d-83ea-fee81986367d,98f1008a-dbc3-4ead-9486-a5e85a66c961,3,1.0,False
66730d38-0fa1-47f8-ae80-bde39b1837ee,82eb6ec3-15b4-4014-848b-e2839b7bdfcd,4,1.5,True
66730d38-0fa1-47f8-ae80-bde39b1837ee,22163dd5-3390-4046-9b40-62efbb00f353,4,1.5,True
66730d38-0fa1-47f8-ae80-bde39b1837ee,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,4,1.2,False
b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,6c268b76-4bcf-48ef-85e3-c692f6f7fc75,4,1.5,True
b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,5e096574-8e3e-4068-916c-83807ed7f9a8,4,1.5,True
b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,b025b85f-b3d4-4444-ab2d-66352c31426b,4,1.5,True
